ID	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	length	inserts	essentialOrtholog	insertDensity
16152	mRNA_7784	1	scaffold_8	1060507	1063006	-	16152	HMMPfam-Tetratricopeptide repeat-PF00515,HMMPfam-TPR repeat-PF13414,ProSiteProfiles-TPR repeat profile.-PS50005,ProSiteProfiles-TPR repeat region circular profile.-PS50293,SMART-Tetratricopeptide repeats-SM00028,SUPERFAMILY--SSF48452	0.6056	43	2499	29	0	11.6046418567
16153	mRNA_7785	1	scaffold_8	1063433	1065460	-	16153	HMMPfam-Tetratricopeptide repeat-PF00515,HMMPfam-TPR repeat-PF13414,ProSiteProfiles-TPR repeat profile.-PS50005,ProSiteProfiles-TPR repeat region circular profile.-PS50293,SMART-Tetratricopeptide repeats-SM00028,SUPERFAMILY--SSF48452	0.6208	23	2027	29	0	14.3068574248
16154	mRNA_7786	1	scaffold_8	1066026	1067472	-	16154	HMMPfam-Centromere-associated protein K-PF11802	0.6158	22	1446	15	0	10.3734439834
16155	mRNA_7787	1	scaffold_8	1067923	1069410	+	16155	Hypothetical Protein	0.6142	24	1487	25	0	16.8123739072
16156	mRNA_7788	1	scaffold_8	1069801	1071312	+	16156	Hypothetical Protein	0.6104	22	1511	30	0	19.8544010589
16157	mRNA_7789	1	scaffold_8	1071827	1073399	+	16157	Hypothetical Protein	0.6078	22	1572	21	0	13.358778626
16158	mRNA_7790	1	scaffold_8	1073885	1074580	+	16158	Hypothetical Protein	0.6178	11	695	6	0	8.63309352518
16159	mRNA_7791	1	scaffold_8	1075118	1077656	+	16159	HMMPfam-Integral peroxisomal membrane peroxin-PF06398	0.6321	29	2538	30	0	11.8203309693
16160	mRNA_7792	1	scaffold_8	1077893	1078494	-	16160	Hypothetical Protein	0.6744	3	601	4	0	6.65557404326
16161	mRNA_7793	1	scaffold_8	1079751	1082050	+	16161	KOG2533 Permease of the major facilitator superfamily	0.6174	44	2299	19	0	8.26446280992
16162	mRNA_7794	1	scaffold_8	1082300	1083358	-	16162	BLAST rRNA (adenine-N6,N6)-dimethyltransferase [Rhizoctonia...	0.6638	9	1058	27	0	25.5198487713
16163	mRNA_7795	1	scaffold_8	1084196	1085821	-	16163	ProSiteProfiles-Forkhead-associated (FHA) domain profile.-PS50006	0.6261	11	1625	9	0	5.53846153846
16164	mRNA_7796	1	scaffold_8	1086244	1089209	-	16164	K11322 EPC enhancer of polycomb-like protein	0.6625	26	2965	7	1	2.36087689713
16165	mRNA_7797	1	scaffold_8	1089462	1090208	-	16165	Hypothetical Protein	0.6613	4	746	57	0	76.4075067024
16166	mRNA_7798	1	scaffold_8	1090877	1091572	-	16166	Hypothetical Protein	0.6164	8	695	18	0	25.8992805755
16167	mRNA_7799	1	scaffold_8	1091571	1096193	+	16167	KOG1738 Membrane-associated guanylate kinase-interacting protein/connector enhancer of KSR-like	0.6437	43	4622	50	0	10.8178277802
16168	mRNA_7800	1	scaffold_8	1096651	1099129	+	16168	ProSiteProfiles-F-box domain profile.-PS50181,SUPERFAMILY--SSF81383	0.6087	29	2478	33	0	13.3171912833
16169	mRNA_7801	1	scaffold_8	1099956	1102203	+	16169	ProSiteProfiles-F-box domain profile.-PS50181,SUPERFAMILY--SSF81383	0.5979	35	2247	13	0	5.7854917668
16170	mRNA_7802	1	scaffold_8	1102710	1107641	-	16170	KOG3519 Invasion-inducing protein TIAM1/CDC24 and related RhoGEF GTPases	0.6553	38	4931	46	0	9.32873656459
16171	mRNA_7803	1	scaffold_8	1108801	1111238	-	16171	K11855 USP36_42 ubiquitin carboxyl-terminal hydrolase 36/42	0.6239	31	2437	10	0	4.10340582684
16172	mRNA_7804	1	scaffold_8	1111520	1112833	+	16172	KOG1204 Predicted dehydrogenase	0.6096	16	1313	15	0	11.424219345
16173	mRNA_7805	1	scaffold_8	1113037	1115028	+	16173	K12389 BTS, CLN3 battenin	0.618	35	1991	12	1	6.02712204922
16174	mRNA_7806	1	scaffold_8	1115383	1115856	+	16174	Hypothetical Protein	0.6308	3	473	5	0	10.5708245243
16175	mRNA_7807	1	scaffold_8	1116309	1117210	-	16175	K01304 pcp pyroglutamyl-peptidase	0.5898	21	901	11	0	12.2086570477
16176	mRNA_7808	1	scaffold_8	1117423	1121551	+	16176	K20183 VPS39, VAM6 Vam6/Vps39-like protein vacuolar protein sorting-associated protein 39	0.6241	53	4128	34	1	8.23643410853
16177	mRNA_7809	1	scaffold_8	1121934	1122810	-	16177	Hypothetical Protein	0.6078	17	876	65	0	74.200913242
16178	mRNA_7810	1	scaffold_8	1123749	1125478	+	16178	K02358 tuf, TUFM elongation factor Tu	0.6173	18	1729	2	1	1.15673799884
16179	mRNA_7811	1	scaffold_8	1125900	1126824	+	16179	Hypothetical Protein	0.6151	11	924	10	0	10.8225108225
16180	mRNA_7812	1	scaffold_8	1127228	1128549	+	16180	K12876 RBM8A, Y14 RNA-binding protein 8A	0.6172	17	1321	6	0	4.54201362604
16181	mRNA_7813	1	scaffold_8	1128951	1130543	+	16181	K01476 E3.5.3.1, rocF, arg arginase	0.6171	21	1592	4	0	2.51256281407
16182	mRNA_7814	1	scaffold_8	1131411	1132941	+	16182	K01620 ltaE threonine aldolase	0.6212	14	1530	15	0	9.80392156863
16183	mRNA_7815	1	scaffold_8	1133372	1134436	+	16183	Hypothetical Protein	0.6188	15	1064	9	0	8.45864661654
16184	mRNA_7816	1	scaffold_8	1134758	1135633	+	16184	Hypothetical Protein	0.6324	6	875	29	0	33.1428571429
16185	mRNA_7817	1	scaffold_8	1135639	1138436	+	16185	KOG0254 Predicted transporter (major facilitator superfamily)	0.6258	36	2797	25	0	8.93814801573
16186	mRNA_7818	1	scaffold_8	1138694	1141964	-	16186	K10865 MRE11 double-strand break repair protein MRE11	0.6194	29	3270	14	0	4.28134556575
16187	mRNA_7819	1	scaffold_8	1142212	1144699	+	16187	K15015 SLC32A, VGAT solute carrier family 32 (vesicular inhibitory amino acid transporter)	0.629	30	2487	30	0	12.0627261761
16188	mRNA_7820	1	scaffold_8	1144950	1145793	-	16188	Hypothetical Protein	0.596	16	843	11	0	13.0486358244
16189	mRNA_7821	1	scaffold_8	1146183	1147264	-	16189	Hypothetical Protein	0.6063	17	1081	16	0	14.8011100833
16190	mRNA_7822	1	scaffold_8	1147761	1148329	-	16190	Hypothetical Protein	0.6415	0	568	3	0	5.28169014085
16191	mRNA_7823	1	scaffold_8	1150114	1151854	-	16191	K03011 RPB3, POLR2C DNA-directed RNA polymerase II subunit RPB3	0.6106	31	1740	5	1	2.87356321839
16192	mRNA_7824	1	scaffold_8	1152339	1153268	+	16192	K17981 MTFP1, MTP18 mitochondrial fission process protein 1	0.614	14	929	11	0	11.8406889128
16193	mRNA_7825	1	scaffold_8	1153417	1154602	+	16193	K00759 APRT, apt adenine phosphoribosyltransferase	0.6189	10	1185	17	0	14.3459915612
16194	mRNA_7826	1	scaffold_8	1154864	1157345	-	16194	KOG2533 Permease of the major facilitator superfamily	0.6035	36	2481	22	0	8.86739218057
16195	mRNA_7827	1	scaffold_8	1158010	1158995	-	16195	KOG4680 Uncharacterized conserved protein, contains ML domain	0.6075	12	985	17	1	17.2588832487
16196	mRNA_7828	1	scaffold_8	1159228	1161010	-	16196	K01940 argG, ASS1 argininosuccinate synthase	0.6209	22	1782	17	1	9.53984287318
16197	mRNA_7829	1	scaffold_8	1161374	1163565	+	16197	K06126 COQ6 ubiquinone biosynthesis monooxygenase Coq6	0.6305	26	2191	6	1	2.73847558193
16198	mRNA_7830	1	scaffold_8	1164524	1165220	+	16198	Hypothetical Protein	0.6141	14	696	9	0	12.9310344828
16199	mRNA_7831	1	scaffold_8	1165593	1166209	+	16199	Hypothetical Protein	0.59	11	616	5	0	8.11688311688
16200	mRNA_7832	1	scaffold_8	1166361	1168538	-	16200	K14843 PES1, NOP7 pescadillo	0.6318	26	2177	1	1	0.459347726229
16201	mRNA_7833	1	scaffold_8	1168816	1171622	-	16201	HMMPfam-Cryptococcal mannosyltransferase 1-PF11735	0.647	28	2806	21	1	7.48396293656
16202	mRNA_7834	1	scaffold_8	1172095	1175017	-	16202	HMMPfam-Sulfate transporter family-PF00916,HMMPfam-STAS domain-PF01740,HMMPfam-Sulfate transporter N-terminal domain with GLY motif-PF13792,ProSiteProfiles-STAS domain profile.-PS50801,SUPERFAMILY--SSF52091	0.6066	47	2922	32	1	10.9514031485
16203	mRNA_7835	1	scaffold_8	1175445	1176627	-	16203	K01823 idi, IDI isopentenyl-diphosphate Delta-isomerase	0.5917	19	1182	0	1	0.0
16204	mRNA_7836	1	scaffold_8	1176848	1177701	+	16204	K02992 RP-S7, MRPS7, rpsG small subunit ribosomal protein S7	0.6405	10	853	1	1	1.17233294256
16205	mRNA_7837	1	scaffold_8	1178519	1178828	+	16205	Hypothetical Protein	0.6419	5	309	2	0	6.47249190939
16206	mRNA_7838	1	scaffold_8	1179136	1180563	+	16206	K01011 TST, MPST, sseA thiosulfate/3-mercaptopyruvate sulfurtransferase	0.6134	19	1427	37	0	25.9285213735
16207	mRNA_7839	1	scaffold_8	1180939	1182264	+	16207	Hypothetical Protein	0.6357	13	1325	31	0	23.3962264151
16208	mRNA_7840	1	scaffold_8	1182791	1184398	-	16208	K00620 argJ glutamate N-acetyltransferase / amino-acid N-acetyltransferase	0.6287	10	1607	13	1	8.08960796515
16209	mRNA_7841	1	scaffold_8	1184970	1194668	+	16209	K04728 ATM, TEL1 ataxia telangiectasia mutated family protein	0.6315	98	9698	91	0	9.38337801609
16210	mRNA_7842	1	scaffold_8	1195063	1195629	-	16210	HMMPfam-Ankyrin repeats (3 copies)-PF12796,ProSiteProfiles-Ankyrin repeat profile.-PS50088,ProSiteProfiles-Ankyrin repeat region circular profile.-PS50297,SMART-ankyrin repeats-SM00248,SUPERFAMILY--SSF48403	0.6032	7	566	8	0	14.1342756184
16211	mRNA_7843	1	scaffold_8	1195888	1196592	+	16211	BLAST alpha- -glucan [Moniliophthora roreri MCA 2997]	0.627	8	704	9	0	12.7840909091
16212	mRNA_7844	1	scaffold_8	1196935	1198284	-	16212	K02966 RP-S19e, RPS19 small subunit ribosomal protein S19e	0.6267	30	1349	0	0	0.0
16213	mRNA_7845	1	scaffold_8	1199840	1202125	+	16213	K14154 THI6 thiamine-phosphate diphosphorylase / hydroxyethylthiazole kinase	0.6006	32	2285	37	1	16.1925601751
16214	mRNA_7846	1	scaffold_8	1202392	1204902	+	16214	K04460 PPP5C serine/threonine-protein phosphatase 5	0.6125	41	2510	28	0	11.1553784861
16215	mRNA_7847	1	scaffold_8	1205985	1207828	+	16215	KOG0085 G protein subunit Galphaq/Galphay, small G protein superfamily	0.602	35	1843	11	0	5.96852957135
16216	mRNA_7848	1	scaffold_8	1208435	1209073	+	16216	BLAST LYR MOTIF-CONTAINING PROTEIN 7 [Ceraceosorus bombacis]	0.6307	8	638	3	0	4.70219435737
16217	mRNA_7849	1	scaffold_8	1213713	1217281	-	16217	KOG1529 Mercaptopyruvate sulfurtransferase/thiosulfate sulfurtransferase	0.6094	44	3568	52	0	14.5739910314
16218	mRNA_7850	1	scaffold_8	1218272	1218817	-	16218	KOG3291 Ribosomal protein S7	0.6282	5	545	1	0	1.83486238532
16219	mRNA_7851	1	scaffold_8	1222968	1223602	+	16219	KOG0142 Isopentenyl pyrophosphate-dimethylallyl pyrophosphate isomerase	0.5732	10	634	10	0	15.7728706625
16220	mRNA_7852	1	scaffold_8	1226411	1226632	-	16220	Hypothetical Protein	0.5541	5	221	3	0	13.5746606335
16221	mRNA_7853	1	scaffold_8	1226936	1227400	+	16221	Hypothetical Protein	0.557	10	464	25	0	53.8793103448
16222	mRNA_7854	1	scaffold_8	1227887	1228457	-	16222	HMMPfam-Fungal protein of unknown function (DUF2015)-PF09435	0.5919	8	570	7	0	12.2807017544
16223	mRNA_7855	1	scaffold_8	1228855	1230795	+	16223	K15443 TRM82, WDR4 tRNA (guanine-N(7)-)-methyltransferase subunit TRM82	0.6368	18	1940	16	0	8.24742268041
16224	mRNA_7856	1	scaffold_8	1230890	1231576	-	16224	K17783 ERV1, GFER, ALR mitochondrial FAD-linked sulfhydryl oxidase	0.6346	7	686	0	1	0.0
16225	mRNA_7857	1	scaffold_8	1232276	1233897	+	16225	K00211 TYR1 prephenate dehydrogenase (NADP+)	0.6085	21	1621	0	0	0.0
16226	mRNA_7858	1	scaffold_8	1235988	1238958	+	16226	K11673 ACTR8, ARP8, INO80N actin-related protein 8	0.6479	34	2970	19	0	6.39730639731
16227	mRNA_7859	1	scaffold_8	1239161	1241466	-	16227	Hypothetical Protein	0.65	17	2305	20	0	8.67678958785
16228	mRNA_7860	1	scaffold_8	1241909	1243568	-	16228	HMMPfam-Diacylglycerol kinase catalytic domain-PF00781,ProSiteProfiles-DAG-kinase catalytic (DAGKc) domain profile.-PS50146,SUPERFAMILY--SSF111331	0.6127	29	1659	47	0	28.3303194696
16229	mRNA_7861	1	scaffold_8	1243889	1246571	+	16229	BLAST Transcriptional activator Myb [Leucoagaricus sp. SymC...	0.6482	27	2682	20	0	7.45712155108
16230	mRNA_7862	1	scaffold_8	1246928	1249617	+	16230	Hypothetical Protein	0.6342	36	2689	28	0	10.4127928598
16231	mRNA_7863	1	scaffold_8	1249731	1253390	-	16231	K11407 HDAC6 histone deacetylase 6	0.6213	44	3659	7	0	1.91309100847
16232	mRNA_7864	1	scaffold_8	1258251	1258922	+	16232	PRINTS-Proline rich extensin signature-PR01217	0.6577	7	671	2	0	2.98062593145
16233	mRNA_7865	1	scaffold_8	1259132	1259731	+	16233	Hypothetical Protein	0.625	2	599	2	0	3.33889816361
16234	mRNA_7866	1	scaffold_8	1260215	1261528	-	16234	Hypothetical Protein	0.6271	10	1313	9	0	6.85453160701
16235	mRNA_7867	1	scaffold_8	1262057	1262662	-	16235	Hypothetical Protein	0.6205	9	605	21	0	34.7107438017
16236	mRNA_7868	1	scaffold_8	1262755	1264857	+	16236	Hypothetical Protein	0.6167	20	2102	18	0	8.56327307326
16237	mRNA_7869	1	scaffold_8	1265046	1266017	-	16237	KOG4366 Predicted thioesterase	0.6039	19	971	9	0	9.26879505664
16238	mRNA_7870	1	scaffold_8	1266402	1268243	-	16238	HMMPfam-Putative S-adenosyl-L-methionine-dependent methyltransferase-PF02636,SUPERFAMILY--SSF53335	0.6129	31	1841	0	0	0.0
16239	mRNA_7871	1	scaffold_8	1268748	1269594	-	16239	HMMPfam-NADH-ubiquinone oxidoreductase complex I, 21 kDa subunit-PF10785,HMMPfam-C-terminal of NADH-ubiquinone oxidoreductase 21 kDa subunit-PF12853	0.6399	8	846	0	0	0.0
16240	mRNA_7872	1	scaffold_8	1269870	1272263	+	16240	K11411 SIRT1, SIR2L1 NAD-dependent deacetylase sirtuin 1	0.6119	33	2393	22	0	9.19348098621
16241	mRNA_7873	1	scaffold_8	1272427	1274098	-	16241	K10258 TER, TSC13, CER10 very-long-chain enoyl-CoA reductase	0.5999	35	1671	4	1	2.39377618193
16242	mRNA_7874	1	scaffold_8	1274246	1275705	+	16242	K02202 CDK7 cyclin-dependent kinase 7	0.6014	19	1459	4	1	2.74160383825
16243	mRNA_7875	1	scaffold_8	1276144	1278283	+	16243	HMMPfam-Protein of unknown function (DUF4246)-PF14033	0.6051	36	2139	33	0	15.427769986
16244	mRNA_7876	1	scaffold_8	1278407	1280463	+	16244	HMMPfam-Protein of unknown function (DUF4246)-PF14033	0.6087	32	2056	21	0	10.2140077821
16245	mRNA_7877	1	scaffold_8	1280772	1282226	+	16245	KOG1575 Voltage-gated shaker-like K+ channel, subunit beta/KCNAB	0.6103	17	1454	22	0	15.1306740028
16246	mRNA_7878	1	scaffold_8	1282448	1285814	-	16246	K14400 PCF11 pre-mRNA cleavage complex 2 protein Pcf11	0.6326	43	3366	24	1	7.13012477718
16247	mRNA_7879	1	scaffold_8	1285820	1286086	-	16247	Hypothetical Protein	0.6629	0	266	0	0	0.0
16248	mRNA_7880	1	scaffold_8	1286203	1287208	+	16248	K02940 RP-L9e, RPL9 large subunit ribosomal protein L9e	0.6213	6	1005	1	1	0.995024875622
16249	mRNA_7881	1	scaffold_8	1287992	1288558	-	16249	Hypothetical Protein	0.6455	3	566	2	0	3.53356890459
16250	mRNA_7882	1	scaffold_8	1289991	1293240	+	16250	HMMPfam-Protein of unknown function (DUF4243)-PF14027	0.6434	34	3249	24	0	7.38688827331
16251	mRNA_7883	1	scaffold_8	1293902	1295426	+	16251	Hypothetical Protein	0.6275	15	1524	10	0	6.56167979003
16252	mRNA_7884	1	scaffold_8	1296851	1297993	-	16252	KOG1911 Heterochromatin-associated protein HP1 and related CHROMO domain proteins	0.6028	13	1142	13	0	11.3835376532
16253	mRNA_7885	1	scaffold_8	1298396	1300627	+	16253	KOG0137 Very-long-chain acyl-CoA dehydrogenase	0.6022	31	2231	50	1	22.411474675
16254	mRNA_7886	1	scaffold_8	1300856	1302140	-	16254	KOG2913 Predicted membrane protein	0.5984	27	1284	31	0	24.1433021807
16255	mRNA_7887	1	scaffold_8	1302822	1306124	+	16255	HMMPfam-Uncharacterized conserved protein (DUF2183)-PF09949	0.6349	36	3302	27	0	8.17686250757
16256	mRNA_7888	1	scaffold_8	1306331	1307074	-	16256	K12274 SEC72 translocation protein SEC72	0.6304	6	743	8	0	10.7671601615
16257	mRNA_7889	1	scaffold_8	1307542	1308171	+	16257	Hypothetical Protein	0.6444	8	629	2	0	3.17965023847
16258	mRNA_7890	1	scaffold_8	1308906	1311166	+	16258	K19564 CTR, HNM1 choline transport protein	0.6223	34	2260	38	0	16.814159292
16259	mRNA_7891	1	scaffold_8	1311426	1311848	+	16259	Hypothetical Protein	0.6596	5	422	5	0	11.8483412322
16260	mRNA_7892	1	scaffold_8	1312229	1313208	-	16260	K08496 GOSR2, BOS1 golgi SNAP receptor complex member 2	0.6143	16	979	1	1	1.02145045965
16261	mRNA_7893	1	scaffold_8	1314179	1318508	+	16261	KOG0928 Pattern-formation protein/guanine nucleotide exchange factor	0.6443	44	4329	36	0	8.31600831601
16262	mRNA_7894	1	scaffold_8	1318787	1321877	-	16262	HMMPfam-Eisosome component PIL1-PF13805	0.6286	43	3090	68	0	22.0064724919
16263	mRNA_7895	1	scaffold_8	1323033	1324122	-	16263	KOG0027 Calmodulin and related proteins (EF-Hand superfamily)	0.6119	11	1089	0	1	0.0
16264	mRNA_7896	1	scaffold_8	1324281	1325324	+	16264	K01783 rpe, RPE ribulose-phosphate 3-epimerase	0.6034	10	1043	0	1	0.0
16265	mRNA_7897	1	scaffold_8	1325676	1327786	+	16265	K10872 DMC1 meiotic recombination protein DMC1	0.6139	26	2110	20	0	9.47867298578
16266	mRNA_7898	1	scaffold_8	1328005	1329095	-	16266	K12660 rhmA 2-dehydro-3-deoxy-L-rhamnonate aldolase	0.594	7	1090	13	0	11.9266055046
16267	mRNA_7899	1	scaffold_8	1329365	1331583	-	16267	K00618 E2.3.1.1 amino-acid N-acetyltransferase	0.639	23	2218	19	1	8.56627592426
16268	mRNA_7900	1	scaffold_8	1332070	1333846	-	16268	Hypothetical Protein	0.6415	19	1776	16	0	9.00900900901
16269	mRNA_7901	1	scaffold_8	1335118	1336063	-	16269	KOG1605 TFIIF-interacting CTD phosphatase, including NLI-interacting factor (involved in RNA polymerase II regulation)	0.6025	17	945	9	0	9.52380952381
16270	mRNA_7902	1	scaffold_8	1338416	1339607	+	16270	K13348 MPV17 protein Mpv17	0.6007	13	1191	15	0	12.5944584383
16271	mRNA_7903	1	scaffold_8	1339819	1342318	+	16271	K14810 DDX56, DBP9 ATP-dependent RNA helicase DDX56/DBP9	0.6136	35	2499	4	1	1.6006402561
16272	mRNA_7904	1	scaffold_8	1342830	1343789	+	16272	Hypothetical Protein	0.5865	14	959	21	0	21.897810219
16273	mRNA_7905	1	scaffold_8	1344206	1345846	+	16273	K00147 proA glutamate-5-semialdehyde dehydrogenase	0.6234	18	1640	12	1	7.31707317073
16274	mRNA_7906	1	scaffold_8	1346644	1348770	+	16274	BLAST Protein of unknown function [Pyronema omphalodes CBS ...	0.6098	33	2126	47	0	22.10724365
16275	mRNA_7907	1	scaffold_8	1348898	1356379	-	16275	K14951 ATP13A3_4_5 cation-transporting ATPase 13A3/4/5	0.6306	89	7481	104	0	13.9018847748
16276	mRNA_7908	1	scaffold_8	1357021	1359036	+	16276	K03783 punA, PNP purine-nucleoside phosphorylase	0.6285	20	2015	48	0	23.8213399504
16277	mRNA_7909	1	scaffold_8	1359172	1360020	-	16277	Hypothetical Protein	0.6478	6	848	21	0	24.7641509434
16278	mRNA_7910	1	scaffold_8	1360138	1362160	+	16278	KOG3767 Sideroflexin	0.6233	24	2022	61	0	30.1681503462
16279	mRNA_7911	1	scaffold_9	1441	2386	+	16279	K03015 RPB7, POLR2G DNA-directed RNA polymerase II subunit RPB7	0.5962	20	945	0	1	0.0
16280	mRNA_7912	1	scaffold_9	3147	4682	+	16280	K11434 PRMT1 type I protein arginine methyltransferase	0.6094	18	1535	16	0	10.4234527687
16281	mRNA_7913	1	scaffold_9	4859	7568	-	16281	K00234 SDHA, SDH1 succinate dehydrogenase (ubiquinone) flavoprotein subunit	0.6351	40	2709	7	1	2.58397932817
16282	mRNA_7914	1	scaffold_9	8793	10247	-	16282	K10684 UBLE1A, SAE1 ubiquitin-like 1-activating enzyme E1 A	0.6117	12	1454	0	1	0.0
16283	mRNA_7915	1	scaffold_9	12129	14300	+	16283	SUPERFAMILY--SSF51445	0.639	28	2171	20	0	9.21234454169
16284	mRNA_7916	1	scaffold_9	14684	15975	-	16284	K08683 HSD17B10 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase	0.6223	12	1291	16	0	12.393493416
16285	mRNA_7917	1	scaffold_9	16350	18077	+	16285	K18477 RMT2 type IV protein arginine methyltransferase	0.6319	21	1727	20	0	11.580775912
16286	mRNA_7918	1	scaffold_9	18272	19315	+	16286	K15523 FN3KRP protein-ribulosamine 3-kinase	0.6274	19	1043	24	0	23.0105465005
16287	mRNA_7919	1	scaffold_9	22432	23509	-	16287	K01489 cdd, CDA cytidine deaminase	0.615	10	1077	16	0	14.8560817084
16288	mRNA_7920	1	scaffold_9	24120	24922	-	16288	K02219 CKS1 cyclin-dependent kinase regulatory subunit CKS1	0.6239	13	802	10	1	12.4688279302
16289	mRNA_7921	1	scaffold_9	25144	26524	+	16289	KOG3022 Predicted ATPase, nucleotide-binding	0.6249	13	1380	3	1	2.17391304348
16290	mRNA_7922	1	scaffold_9	27039	30180	+	16290	K17065 DNM1L dynamin 1-like protein	0.626	29	3141	28	1	8.91435848456
16291	mRNA_7923	1	scaffold_9	30690	33001	+	16291	Hypothetical Protein	0.6579	29	2311	74	0	32.0207702293
16292	mRNA_7924	1	scaffold_9	34396	34788	-	16292	Hypothetical Protein	0.5827	7	392	6	0	15.306122449
16293	mRNA_7925	1	scaffold_9	35695	36297	-	16293	Hypothetical Protein	0.602	7	602	19	0	31.561461794
16294	mRNA_7926	1	scaffold_9	36892	37805	-	16294	HMMPfam-MYND finger-PF01753,SUPERFAMILY--SSF144232	0.6138	19	913	15	0	16.4293537788
16295	mRNA_7927	1	scaffold_9	38258	39116	-	16295	HMMPfam-MYND finger-PF01753,SUPERFAMILY--SSF144232	0.5832	13	858	28	0	32.634032634
16296	mRNA_7928	1	scaffold_9	39408	40571	+	16296	HMMPfam-MYND finger-PF01753,SUPERFAMILY--SSF144232	0.6074	16	1163	35	0	30.0945829751
16297	mRNA_7929	1	scaffold_9	40683	43204	-	16297	K02013 ABC.FEV.A iron complex transport system ATP-binding protein	0.6166	18	2521	72	0	28.5600952003
16298	mRNA_7930	1	scaffold_9	43652	44554	-	16298	HMMPfam-MYND finger-PF01753,SUPERFAMILY--SSF144232	0.6102	19	902	23	0	25.4988913525
16299	mRNA_7931	1	scaffold_9	46031	46898	-	16299	HMMPfam-MYND finger-PF01753,SUPERFAMILY--SSF144232	0.621	13	867	14	0	16.1476355248
16300	mRNA_7932	1	scaffold_9	47221	48247	-	16300	HMMPfam-MYND finger-PF01753,SUPERFAMILY--SSF144232	0.6047	13	1026	11	0	10.7212475634
16301	mRNA_7933	1	scaffold_9	48535	49423	-	16301	HMMPfam-MYND finger-PF01753,SUPERFAMILY--SSF144232	0.6063	12	888	9	0	10.1351351351
16302	mRNA_7934	1	scaffold_9	49885	50735	-	16302	HMMPfam-MYND finger-PF01753,SUPERFAMILY--SSF144232	0.5864	13	850	18	0	21.1764705882
16303	mRNA_7935	1	scaffold_9	51510	51923	-	16303	HMMPfam-MYND finger-PF01753,SUPERFAMILY--SSF144232	0.57	6	413	2	0	4.84261501211
16304	mRNA_7936	1	scaffold_9	52307	53072	-	16304	HMMPfam-Glutathione-dependent formaldehyde-activating enzyme-PF04828,SUPERFAMILY--SSF51316	0.607	16	765	12	0	15.6862745098
16305	mRNA_7937	1	scaffold_9	53529	55424	+	16305	KOG0550 Molecular chaperone (DnaJ superfamily)	0.6097	34	1895	13	0	6.86015831135
16306	mRNA_7938	1	scaffold_9	55876	58183	-	16306	Hypothetical Protein	0.6464	36	2307	28	0	12.1369744257
16307	mRNA_7939	1	scaffold_9	58388	59651	+	16307	Hypothetical Protein	0.6361	17	1263	26	0	20.5859065717
16308	mRNA_7940	1	scaffold_9	60107	61381	-	16308	Hypothetical Protein	0.6259	10	1274	20	0	15.6985871272
16309	mRNA_7941	1	scaffold_9	61623	61945	+	16309	Hypothetical Protein	0.6316	5	322	8	0	24.8447204969
16310	mRNA_7942	1	scaffold_9	62103	65141	-	16310	K12824 TCERG1, CA150 transcription elongation regulator 1	0.6245	25	3038	40	0	13.1665569454
16311	mRNA_7943	1	scaffold_9	65547	69135	-	16311	HMMPfam-Fungal Zn(2)-Cys(6) binuclear cluster domain-PF00172,ProSitePatterns-Zn(2)-C6 fungal-type DNA-binding domain signature.-PS00463,ProSiteProfiles-Zn(2)-C6 fungal-type DNA-binding domain profile.-PS50048,SMART-GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain-SM00066,SUPERFAMILY--SSF57701	0.6439	31	3588	42	0	11.7056856187
16312	mRNA_7944	1	scaffold_9	69518	70390	+	16312	Hypothetical Protein	0.6254	9	872	19	0	21.7889908257
16313	mRNA_7945	1	scaffold_9	70630	71509	+	16313	HMMPfam-MYND finger-PF01753,ProSiteProfiles-Zinc finger MYND-type profile.-PS50865,SUPERFAMILY--SSF144232	0.6205	10	879	15	0	17.0648464164
16314	mRNA_7946	1	scaffold_9	71933	72812	+	16314	HMMPfam-MYND finger-PF01753,SUPERFAMILY--SSF144232	0.5943	14	879	25	0	28.441410694
16315	mRNA_7947	1	scaffold_9	73248	74114	+	16315	HMMPfam-MYND finger-PF01753,SUPERFAMILY--SSF144232	0.6078	19	866	13	0	15.0115473441
16316	mRNA_7948	1	scaffold_9	74444	75195	+	16316	HMMPfam-MYND finger-PF01753,SUPERFAMILY--SSF144232	0.6157	10	751	14	0	18.6418109188
16317	mRNA_7949	1	scaffold_9	75609	76482	+	16317	HMMPfam-MYND finger-PF01753,SUPERFAMILY--SSF144232	0.5915	13	873	14	0	16.0366552119
16318	mRNA_7950	1	scaffold_9	76989	79257	-	16318	K04802 PCNA proliferating cell nuclear antigen	0.6108	19	2268	1	1	0.440917107584
16319	mRNA_7951	1	scaffold_9	79808	82314	+	16319	K09527 DNAJC7 DnaJ homolog subfamily C member 7	0.6175	36	2506	30	0	11.9712689545
16320	mRNA_7952	1	scaffold_9	82566	84687	-	16320	KOG0627 Heat shock transcription factor	0.6277	27	2121	24	0	11.315417256
16321	mRNA_7953	1	scaffold_9	85721	88276	-	16321	K13667 RUMI, KTELC1 protein glucosyltransferase	0.6107	35	2555	42	0	16.4383561644
